1.4.2014 15:48:04;0012.9;-032.4
1.4.2014 15:52:20;0012.9;-032.4
1.4.2014 16:25:50;0012.9;0000.4
1.4.2014 16:25:53;0012.9;-045.4
1.4.2014 16:25:56;0012.9;-020.8
1.4.2014 16:25:57;0012.9;-011.8
1.4.2014 16:25:58;0012.9;0000.1
1.4.2014 16:25:59;0012.9;0006.3
1.4.2014 16:26:00;0012.9;0010.2
1.4.2014 16:26:02;0012.9;0009.1
1.4.2014 16:26:03;0012.9;0004.6
1.4.2014 16:26:10;0012.9;0000.3
1.4.2014 16:26:20;0012.9;0010.4
1.4.2014 16:26:22;0012.9;0006.4
1.4.2014 16:26:24;0012.9;0002.6
1.4.2014 16:42:43;0012.9;0004.6
1.4.2014 16:44:51;0012.9;-019.8
1.4.2014 16:44:52;0012.9;-019.8
1.4.2014 16:44:52;0012.9;0008.9
1.4.2014 16:44:52;0012.9;0008.9
1.4.2014 16:44:52;0012.9;0007.8
1.4.2014 16:44:52;0012.9;0007.8
1.4.2014 16:44:53;0012.9;0007.8
1.4.2014 16:44:53;0012.9;0007.8
1.4.2014 16:44:53;0012.9;0006.5
1.4.2014 16:44:53;0012.9;0006.5
1.4.2014 16:44:53;0012.9;0006.5
1.4.2014 16:44:54;0012.9;0005.6
1.4.2014 16:44:54;0012.9;0005.6
1.4.2014 16:44:54;0012.9;0005.1
1.4.2014 16:44:54;0012.9;0005.1
1.4.2014 16:44:54;0012.9;0005.1
1.4.2014 16:44:55;0012.9;0004.8
1.4.2014 16:44:55;0012.9;0004.8
1.4.2014 16:44:55;0012.9;0004.8
1.4.2014 16:44:55;0012.9;0005.1
1.4.2014 16:44:56;0012.9;0005.1
1.4.2014 16:44:56;0012.9;0005.1
1.4.2014 16:44:56;0012.9;0005.7
1.4.2014 16:44:56;0012.9;0005.7
1.4.2014 16:44:56;0012.9;0005.7
1.4.2014 16:44:57;0012.9;-000.7
1.4.2014 16:44:57;0012.9;-000.7
1.4.2014 16:44:57;0012.9;-000.7
1.4.2014 16:44:57;0012.9;-000.7
1.4.2014 16:44:57;0012.9;-007.2
1.4.2014 16:44:58;0012.9;-007.2
1.4.2014 16:44:58;0012.9;-013.3
1.4.2014 16:44:58;0012.9;-013.3
1.4.2014 16:44:58;0012.9;-013.3
1.4.2014 16:44:58;0012.9;-013.3
1.4.2014 16:44:58;0012.9;-019.2
1.4.2014 16:44:58;0012.9;-019.2
1.4.2014 16:44:58;0012.9;-019.2
1.4.2014 16:44:58;0012.9;-024.4
1.4.2014 16:44:59;0012.9;-024.4
1.4.2014 16:44:59;0012.9;-028.9
1.4.2014 16:44:59;0012.9;-028.9
1.4.2014 16:44:59;0012.9;-028.9
1.4.2014 16:44:59;0012.9;-032.8
1.4.2014 16:44:59;0012.9;-032.8
1.4.2014 16:44:59;0012.9;-032.8
1.4.2014 16:44:59;0012.9;-036.1
1.4.2014 16:44:59;0012.9;-036.1
1.4.2014 16:44:59;0012.9;-036.1
1.4.2014 16:45:00;0012.9;-030.9
1.4.2014 16:45:00;0012.9;-030.9
1.4.2014 16:45:00;0012.9;-025.2
1.4.2014 16:45:00;0012.9;-025.2
1.4.2014 16:45:00;0012.9;-025.2
1.4.2014 16:45:00;0012.9;-018.9
1.4.2014 16:45:00;0012.9;-018.9
1.4.2014 16:45:00;0012.9;-018.9
1.4.2014 16:45:00;0012.9;-012.2
1.4.2014 16:45:00;0012.9;-012.2
1.4.2014 16:45:01;0012.9;-006.0
1.4.2014 16:47:52;0012.9;-043.4
1.4.2014 16:48:03;0012.9;0003.7
1.4.2014 16:48:04;0012.9;0004.5
1.4.2014 16:48:06;0012.9;0005.6
1.4.2014 16:48:07;0012.9;0006.8
1.4.2014 16:48:08;0012.9;0008.9
1.4.2014 16:48:09;0012.9;-019.2
1.4.2014 16:48:10;0012.9;-039.4
1.4.2014 16:48:11;0012.9;-041.1
1.4.2014 16:48:12;0012.9;-034.5
1.4.2014 16:48:13;0012.9;-023.2
1.4.2014 16:48:14;0012.9;-013.1
1.4.2014 16:48:15;0012.9;0000.2
1.4.2014 16:48:16;0012.9;0007.2
1.4.2014 16:48:17;0012.9;0012.1
1.4.2014 16:48:19;0012.9;0011.4
1.4.2014 16:48:20;0012.9;0006.6
1.4.2014 16:48:21;0012.9;0003.8
1.4.2014 16:48:22;0012.9;0004.2
1.4.2014 16:48:23;0012.9;0005.3
1.4.2014 16:48:24;0012.9;0007.1
1.4.2014 16:48:25;0012.9;0001.7
1.4.2014 16:48:26;0012.9;-026.2
1.4.2014 16:48:27;0012.9;-045.9
1.4.2014 16:48:28;0012.9;-038.9
1.4.2014 16:48:29;0012.9;-031.6
1.4.2014 16:48:30;0012.9;-023.6
1.4.2014 16:48:31;0012.9;-010.5
1.4.2014 16:48:33;0012.9;0000.0
1.4.2014 16:48:34;0012.9;0007.7
1.4.2014 16:48:35;0012.9;0010.8
1.4.2014 16:48:36;0012.9;0011.7
1.4.2014 16:48:37;0012.9;0008.5
1.4.2014 16:48:38;0012.9;0004.5
1.4.2014 16:48:39;0012.9;0004.1
1.4.2014 16:48:40;0012.9;0005.1
1.4.2014 16:48:41;0012.9;0006.7
1.4.2014 16:48:42;0012.9;0009.5
1.4.2014 16:48:43;0012.9;-011.8
1.4.2014 16:48:44;0012.9;-039.4
1.4.2014 16:48:45;0012.9;-042.9
1.4.2014 16:48:47;0012.9;-034.5
1.4.2014 16:48:48;0012.9;-026.2
1.4.2014 16:48:49;0012.9;-013.2
1.4.2014 16:48:50;0012.9;-003.2
1.4.2014 16:48:51;0012.9;0006.7
1.4.2014 16:48:52;0012.9;0010.9
1.4.2014 16:48:53;0012.9;0012.3
1.4.2014 16:48:54;0012.9;0009.0
1.4.2014 16:48:55;0012.9;0005.5
1.4.2014 16:48:56;0012.9;0004.3
1.4.2014 16:48:57;0012.9;0004.7
1.4.2014 16:48:58;0012.9;0006.3
1.4.2014 16:48:59;0012.9;0008.0
1.4.2014 16:49:00;0012.9;-012.2
1.4.2014 16:49:02;0012.9;-032.5
1.4.2014 16:49:03;0012.9;-042.7
1.4.2014 16:49:04;0012.9;-036.5
1.4.2014 16:49:05;0012.9;-026.4
1.4.2014 16:49:06;0012.9;-017.0
1.4.2014 16:49:07;0012.9;-002.8
1.4.2014 16:56:56;0012.9;-030.1
1.4.2014 16:56:58;0012.9;-020.7
1.4.2014 16:56:59;0012.9;-006.0
1.4.2014 16:57:00;0012.9;0003.8
1.4.2014 16:57:01;0012.9;0010.0
1.4.2014 16:57:02;0012.9;0013.0
1.4.2014 16:57:03;0012.9;0010.9
1.4.2014 16:57:04;0012.9;0006.0
1.4.2014 16:57:05;0012.9;0004.8
1.4.2014 16:57:06;0012.9;0005.5
1.4.2014 16:57:07;0012.9;0006.8
1.4.2014 16:57:08;0012.9;0009.4
1.4.2014 16:57:09;0012.9;-012.0
1.4.2014 16:57:10;0012.9;-039.7
1.4.2014 16:57:11;0012.9;-042.9
1.4.2014 16:57:13;0012.9;-034.1
1.4.2014 16:57:14;0012.9;-025.5
1.4.2014 16:57:15;0012.9;-012.0
1.4.2014 16:57:16;0012.9;-001.4
1.4.2014 16:57:17;0012.9;0007.1
1.4.2014 16:57:18;0012.9;0013.0
1.4.2014 16:57:19;0012.9;0011.3
1.4.2014 16:57:20;0012.9;0005.9
1.4.2014 16:59:19;0012.9;0005.1
1.4.2014 17:00:05;0012.9;-026.5
1.4.2014 17:00:06;0012.9;-046.5
1.4.2014 17:00:07;0012.9;-038.7
1.4.2014 17:00:08;0012.9;-031.2
1.4.2014 17:00:09;0012.9;-018.9
1.4.2014 17:00:10;0012.9;-008.4
1.4.2014 17:00:11;0012.9;0004.6
1.4.2014 17:00:12;0012.9;0011.4
1.4.2014 17:00:13;0012.9;0012.7
1.4.2014 17:00:15;0012.9;0009.0
1.4.2014 17:07:48;0012.9;-010.1
1.4.2014 17:07:49;0012.9;-023.6
1.4.2014 17:07:50;0012.9;-027.5
1.4.2014 17:08:02;0012.9;0007.1
1.4.2014 17:08:03;0012.9;0008.3
1.4.2014 17:08:04;0012.9;-005.3
1.4.2014 17:08:05;0012.9;-033.7
1.4.2014 17:08:06;0012.9;-045.6
1.4.2014 17:08:07;0012.9;-037.5
1.4.2014 17:08:23;0012.9;-003.7
1.4.2014 17:08:23;0012.9;-005.2
1.4.2014 17:08:24;0012.9;-007.6
1.4.2014 17:08:25;0012.9;-008.0
1.4.2014 17:08:26;0012.9;0007.5
1.4.2014 17:08:26;0012.9;0009.4
1.4.2014 17:08:31;0012.9;0005.7
1.4.2014 17:08:37;0012.9;-041.0
1.4.2014 17:09:57;0012.9;-023.7
1.4.2014 17:09:58;0012.9;-009.7
1.4.2014 17:09:59;0012.9;0001.3
1.4.2014 17:10:00;0012.9;0011.7
1.4.2014 17:10:01;0012.9;0014.0
1.4.2014 17:10:06;0012.9;0006.7
1.4.2014 17:10:12;0012.9;-036.6
1.4.2014 17:10:16;0012.9;0003.4
1.4.2014 17:10:51;0012.9;-023.1
1.4.2014 17:10:52;0012.9;-006.1
1.4.2014 17:10:53;0012.9;0006.8
1.4.2014 17:11:01;0012.9;-047.5
1.4.2014 17:12:10;0012.9;0001.6
